Package,Sourcetype,Documentation_URL
Splunk_SA_CIM,stash_common_action_model,http://docs.splunk.com/Documentation/CIM/
Splunk_SA_CIM,audittrail,http://docs.splunk.com/Documentation/CIM/
Splunk_SA_CIM,splunkd,http://docs.splunk.com/Documentation/CIM/
Splunk_SA_CIM,splunk_web_access,http://docs.splunk.com/Documentation/CIM/
Splunk_TA_apache,apache:access:json,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_apache,apache:access:kv,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_apache,apache:access:combined,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_apache,apache:access,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_apache,apache:error,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_ari_linux,ari:ta:asset,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_ari_linux,ari:ta:software,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_ari_mac,ari:ta:asset,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_ari_mac,ari:ta:software,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_ari_win,ari:ta:asset,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_ari_win,ari:ta:software,https://docs.splunk.com/Documentation/AddOns/latest/ApacheWebServer
Splunk_TA_aws,aws:s3:csv,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:cloudtrail,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:cloudwatch,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:cloudwatch:metric,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:billing,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:billing:cur,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:billing:cur:digest,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:config:notification,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:config,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:config:rule,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:description,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:metadata,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:cloudwatchlogs:guardduty,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:cloudwatchlogs:vpcflow,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:cloudwatchlogs:vpcflow:metric,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:inspector,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:inspector:v2:findings,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:s3,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:s3:accesslogs,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:cloudfront:accesslogs,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:elb:accesslogs,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:sqs,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:asl,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,source::aws_cloudwatchevents_securityhub,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:securityhub:finding,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:firehose:json,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:firehose:text,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,source::aws_eventbridgeevents_iam_aa,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:accessanalyzer:finding,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:firehose:cloudwatchevents,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,source::aws_cloudwatchevents_guardduty,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:cloudwatch:guardduty,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:cloudtrail:lake,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws,aws:transitgateway:flowlogs,https://docs.splunk.com/Documentation/AddOns/latest/AWS
Splunk_TA_aws-kinesis-firehose,aws:firehose:json,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,aws:firehose:text,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,aws:firehose:cloudwatchevents,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,aws:cloudwatchlogs:vpcflow,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,source::aws_firehose_cloudtrail,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,aws:cloudtrail,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,source::aws_cloudwatchevents_guardduty,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,aws:cloudwatch:guardduty,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,source::aws_cloudwatchevents_securityhub,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,aws:securityhub:finding,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,aws:metadata,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,source::aws_eventbridgeevents_iam_aa,https://github.com/splunk/cloudfwd.
Splunk_TA_aws-kinesis-firehose,aws:accessanalyzer:finding,https://github.com/splunk/cloudfwd.
Splunk_TA_bit9-carbonblack,bit9:carbonblack:json,http://docs.splunk.com/Documentation/AddOns/latest/Bit9CarbonBlack
Splunk_TA_bluecoat-proxysg,bluecoat,https://docs.splunk.com/Documentation/AddOns/latest/BlueCoatProxySG
Splunk_TA_bluecoat-proxysg,bluecoat:proxysg:access:syslog,https://docs.splunk.com/Documentation/AddOns/latest/BlueCoatProxySG
Splunk_TA_bluecoat-proxysg,bluecoat:proxysg:access:file,https://docs.splunk.com/Documentation/AddOns/latest/BlueCoatProxySG
Splunk_TA_bluecoat-proxysg,bluecoat:proxysg:access:kv,https://docs.splunk.com/Documentation/AddOns/latest/BlueCoatProxySG
Splunk_TA_box,box:events,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:users,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:groups,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:folder,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:folderCollaboration,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:fileComment,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:file,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:fileTask,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:filecontent,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:filecontent:csv,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:filecontent:xml,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_box,box:filecontent:json,http://docs.splunk.com/Documentation/AddOns/latest/Box
Splunk_TA_checkpoint_log_exporter,cp_log,
Splunk_TA_checkpoint_log_exporter,cp_log:syslog,
Splunk_TA_checkpoint_log_exporter,source::checkpoint:audit,
Splunk_TA_checkpoint_log_exporter,source::checkpoint:ids,
Splunk_TA_checkpoint_log_exporter,source::checkpoint:web,
Splunk_TA_checkpoint_log_exporter,source::checkpoint:firewall,
Splunk_TA_checkpoint_log_exporter,source::checkpoint:sessions,
Splunk_TA_checkpoint_log_exporter,source::checkpoint:email,
Splunk_TA_checkpoint_log_exporter,source::checkpoint:endpoint,
Splunk_TA_checkpoint_log_exporter,source::checkpoint:ids_malware,
Splunk_TA_checkpoint_log_exporter,source::checkpoint:network,
Splunk_TA_cisco-asa,source::tcp:514,http://docs.splunk.com/Documentation/AddOns/latest/CiscoASA
Splunk_TA_cisco-asa,source::udp:514,http://docs.splunk.com/Documentation/AddOns/latest/CiscoASA
Splunk_TA_cisco-asa,syslog,http://docs.splunk.com/Documentation/AddOns/latest/CiscoASA
Splunk_TA_cisco-asa,cisco_asa,http://docs.splunk.com/Documentation/AddOns/latest/CiscoASA
Splunk_TA_cisco-asa,cisco:asa,http://docs.splunk.com/Documentation/AddOns/latest/CiscoASA
Splunk_TA_cisco-esa,cisco:esa:authentication,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:antispam,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:error_logs,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:content_scanner,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:system_logs,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:textmail,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:amp,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:http,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco_esa,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:legacy,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:cef,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:bounce,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-esa,cisco:esa:delivery,http://docs.splunk.com/Documentation/AddOns/latest/CiscoESA
Splunk_TA_cisco-ise,cisco:ise,https://docs.splunk.com/Documentation/AddOns/latest/CiscoISE
Splunk_TA_cisco-ise,cisco:ise:syslog,https://docs.splunk.com/Documentation/AddOns/latest/CiscoISE
Splunk_TA_cisco-ise,syslog,https://docs.splunk.com/Documentation/AddOns/latest/CiscoISE
Splunk_TA_cisco-ise,Cisco:ISE:Syslog,https://docs.splunk.com/Documentation/AddOns/latest/CiscoISE
Splunk_TA_cisco-ucs,source::cisco:ucs:faultInst,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:topSystem,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:firmwareRunning,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:storageLocalDisk,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:fabricVsan,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:fabricVlan,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:fabricDceSwSrvEp,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:computeRackUnit,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:computeBlade,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:equipmentPsu,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:equipmentChassis,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:equipmentSwitchCard,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:vnicEtherIf,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:lsServer,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:fabricEthLanPcEp,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:fabricEthLanPc,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:etherPIo,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:equipmentIOCard,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:swSystemStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:etherTxStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:etherPauseStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:etherRxStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:etherLossStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:etherErrStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:adaptorVnicStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:processorEnvStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:computeMbTempStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:computeMbPowerStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-ucs,source::cisco:ucs:equipmentChassisStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
